rank,title,publication_date,inventor,assignee,publication_number,language,thumbnail,pdf,page,entities,text_chunks
7,Enhanced automotive passive entry,2023-04-11,Brent M. Ledvina,Apple Inc.,US11627433B2,en,https://patentimages.storage.googleapis.com/7f/f3/02/777d0176382075/US11627433-20230411-D00000.png,https://patentimages.storage.googleapis.com/95/ce/1b/3b9e89d8fbcb99/US11627433.pdf,1.0,,"Enhanced automotive passive entry: The door handle sensor is installed on each door handle and detects the presence of the key fob.

When the driver approaches the vehicle, the door handle sensor detects the key fob and sends a signal to the control unit. The control unit then verifies the identification code from the key fob and unlocks the doors if it is a match"
7,Enhanced automotive passive entry,2023-04-11,Brent M. Ledvina,Apple Inc.,US11627433B2,en,https://patentimages.storage.googleapis.com/7f/f3/02/777d0176382075/US11627433-20230411-D00000.png,https://patentimages.storage.googleapis.com/95/ce/1b/3b9e89d8fbcb99/US11627433.pdf,1.0,,"Enhanced automotive passive entry: This process is completed within seconds, providing a seamless and efficient entry experience for the driver.

To enhance security, our system also includes a multi-level authentication process. The key fob and control unit use a rolling code system, where the identification code changes each time the key fob is used, making it virtually impossible for hackers to intercept and duplicate the code"
7,Enhanced automotive passive entry,2023-04-11,Brent M. Ledvina,Apple Inc.,US11627433B2,en,https://patentimages.storage.googleapis.com/7f/f3/02/777d0176382075/US11627433-20230411-D00000.png,https://patentimages.storage.googleapis.com/95/ce/1b/3b9e89d8fbcb99/US11627433.pdf,1.0,,"Enhanced automotive passive entry: Additionally, the control unit also verifies the driver's identity through a biometric authentication system, such as fingerprint or facial recognition, before unlocking the doors.

Furthermore, our system includes a fail-safe mechanism in case of a power outage or malfunction"
7,Enhanced automotive passive entry,2023-04-11,Brent M. Ledvina,Apple Inc.,US11627433B2,en,https://patentimages.storage.googleapis.com/7f/f3/02/777d0176382075/US11627433-20230411-D00000.png,https://patentimages.storage.googleapis.com/95/ce/1b/3b9e89d8fbcb99/US11627433.pdf,1.0,,"Enhanced automotive passive entry: The key fob is equipped with a backup battery that allows the driver to manually unlock the doors in such situations.

Benefits:
The enhanced automotive passive entry system offers numerous benefits compared to traditional keyless entry systems. Firstly, it provides a more reliable and secure method of unlocking and locking a vehicle. The multi-level authentication process ensures that only authorized individuals can access the vehicle, reducing the risk of theft"
7,Enhanced automotive passive entry,2023-04-11,Brent M. Ledvina,Apple Inc.,US11627433B2,en,https://patentimages.storage.googleapis.com/7f/f3/02/777d0176382075/US11627433-20230411-D00000.png,https://patentimages.storage.googleapis.com/95/ce/1b/3b9e89d8fbcb99/US11627433.pdf,1.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": []}","Enhanced automotive passive entry: Additionally, the fail-safe mechanism ensures that the driver is not left stranded in case of any technical issues.

Moreover, our system offers increased convenience for the driver. The elimination of a physical key means that the driver no longer needs to fumble with keys or worry about losing them"
7,Enhanced automotive passive entry,2023-04-11,Brent M. Ledvina,Apple Inc.,US11627433B2,en,https://patentimages.storage.googleapis.com/7f/f3/02/777d0176382075/US11627433-20230411-D00000.png,https://patentimages.storage.googleapis.com/95/ce/1b/3b9e89d8fbcb99/US11627433.pdf,1.0,,"Enhanced automotive passive entry: The seamless and efficient entry process also saves time, especially in situations where the driver's hands are full.

Conclusion:
In conclusion, our enhanced automotive passive entry system offers a more reliable, secure, and convenient method of unlocking and locking a vehicle. With its advanced features and fail-safe mechanisms, it sets a new standard in the automotive industry"
7,Enhanced automotive passive entry,2023-04-11,Brent M. Ledvina,Apple Inc.,US11627433B2,en,https://patentimages.storage.googleapis.com/7f/f3/02/777d0176382075/US11627433-20230411-D00000.png,https://patentimages.storage.googleapis.com/95/ce/1b/3b9e89d8fbcb99/US11627433.pdf,1.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": [""Enhanced automotive passive entry""]}",Enhanced automotive passive entry: We believe that this system will greatly enhance the driving experience for individuals and provide peace of mind in terms of security.
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,"{""technologies"": [""Power and Data Center"", ""PDC""], ""places"": [], ""people"": [], ""organizations"": []}","Power and data center (PDC) for automotive applications: Title: ""Power and Data Center (PDC) for Automotive Applications: Revolutionizing the Efficiency and Performance of Vehicles""

Abstract: The invention of the Power and Data Center (PDC) for automotive applications is a groundbreaking technology that aims to enhance the efficiency and performance of vehicles. This patent proposes a compact, integrated and intelligent PDC that serves as a central hub for power and data management in modern vehicles"
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,"{""technologies"": [""data processing algorithms""], ""places"": [], ""people"": [], ""organizations"": []}","Power and data center (PDC) for automotive applications: By centralizing the control of power and data, this PDC eliminates the need for multiple control units, resulting in a more streamlined and cost-effective solution. Additionally, the PDC utilizes advanced data processing algorithms and real-time monitoring capabilities to optimize the distribution of power and data, thus improving the overall functionality and reliability of vehicles"
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,,"Power and data center (PDC) for automotive applications: This patent aims to revolutionize the automotive industry by setting a new standard for power and data management in vehicles.

Background: The automotive industry has been rapidly evolving with the introduction of advanced technologies such as electric vehicles, autonomous driving, and connected cars. These advancements have led to an increase in the demand for efficient and reliable power and data management systems in vehicles"
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": [""Power and Data Center (PDC)""]}","Power and data center (PDC) for automotive applications: Traditional vehicles rely on multiple control units scattered throughout the vehicle, which can result in a complex and costly system. There is a need for a more efficient and centralized solution that can handle the growing power and data requirements in modern vehicles.

Summary of the Invention: The Power and Data Center (PDC) for automotive applications is a compact and intelligent system that integrates power and data management in vehicles"
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": [""PDC""]}","Power and data center (PDC) for automotive applications: The PDC serves as a central hub that controls the distribution of power and data to various vehicle components such as the engine, transmission, infotainment system, sensors, and other electronic devices"
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,,"Power and data center (PDC) for automotive applications: It utilizes advanced algorithms and real-time monitoring to optimize the flow of power and data, resulting in improved efficiency and performance of the vehicle.

Description of the Invention: The PDC consists of a main control unit that is connected to various vehicle components through a network of power and data cables. The main control unit is equipped with a powerful processor and memory, which enables it to handle large amounts of data and execute complex algorithms"
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,,"Power and data center (PDC) for automotive applications: The PDC also includes multiple sensors and monitoring devices to continuously gather data on the vehicle's performance and power usage.

The PDC utilizes advanced data processing algorithms to analyze the data collected from various vehicle components and make real-time adjustments to optimize the distribution of power and data. This ensures that each component receives the required amount of power and data, resulting in improved functionality and efficiency"
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,,"Power and data center (PDC) for automotive applications: The PDC also includes a user interface that allows drivers to monitor the performance of their vehicle in real-time and make adjustments to optimize the power and data distribution according to their preferences.

Advantages of the Invention: The Power and Data Center for automotive applications have several advantages over traditional power and data management systems. Firstly, it eliminates the need for multiple control units, resulting in a more compact and cost-effective solution"
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": [""PDC""]}","Power and data center (PDC) for automotive applications: Secondly, the PDC's real-time monitoring and data processing capabilities optimize power and data distribution, resulting in improved efficiency and performance of the vehicle"
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,"{""technologies"": [""Power and Data Center"", ""PDC""], ""places"": [], ""people"": [], ""organizations"": [""automotive industry""]}","Power and data center (PDC) for automotive applications: Furthermore, the PDC's central control also allows for easier integration of new technologies and updates, making it a future-proof solution for the automotive industry.

Conclusion: The Power and Data Center for automotive applications is a revolutionary invention that has the potential to transform the efficiency and performance of vehicles. By centralizing the control of power and data, this PDC offers a more streamlined and cost-effective solution for modern vehicles"
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": [""PDC"", ""automotive industry""]}","Power and data center (PDC) for automotive applications: With its advanced data processing and real-time monitoring capabilities, the PDC sets a new standard for power and data management in the automotive industry. This patent is a significant step towards achieving a more efficient and connected future for vehicles."
9,"Detection, mitigation and avoidance of mutual interference between automotive …",2023-10-20,约拉姆·斯特廷尔,阿尔贝机器人有限公司,CN111630404B,en,,https://patentimages.storage.googleapis.com/a0/52/9d/1ce4259ad42400/CN111630404B.pdf,1.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": [""Automotive Industry""]}","Detection, mitigation and avoidance of mutual interference between automotive …: Title: Detection, Mitigation and Avoidance of Mutual Interference between Automotive Systems

Field: Automotive Industry

Background:

The automotive industry has seen significant advancements in recent years, with the introduction of various advanced systems and technologies. These systems are designed to improve the overall driving experience, enhance safety, and increase efficiency. However, with the increasing complexity of these systems, mutual interference has become a growing concern"
9,"Detection, mitigation and avoidance of mutual interference between automotive …",2023-10-20,约拉姆·斯特廷尔,阿尔贝机器人有限公司,CN111630404B,en,,https://patentimages.storage.googleapis.com/a0/52/9d/1ce4259ad42400/CN111630404B.pdf,1.0,"{""technologies"": [""automotive""], ""places"": [], ""people"": [], ""organizations"": []}","Detection, mitigation and avoidance of mutual interference between automotive …: Mutual interference refers to the interference between two or more systems, resulting in malfunctions, errors, and even failure. This interference can have severe consequences, leading to accidents, recalls, and financial losses"
9,"Detection, mitigation and avoidance of mutual interference between automotive …",2023-10-20,约拉姆·斯特廷尔,阿尔贝机器人有限公司,CN111630404B,en,,https://patentimages.storage.googleapis.com/a0/52/9d/1ce4259ad42400/CN111630404B.pdf,1.0,,"Detection, mitigation and avoidance of mutual interference between automotive …: Therefore, there is a need for a reliable and efficient solution to detect, mitigate, and avoid mutual interference between automotive systems.

Summary of the Invention:

Our invention provides a comprehensive method for detecting, mitigating, and avoiding mutual interference between automotive systems. The method includes a combination of hardware and software components that work together to ensure the smooth functioning of multiple systems in a vehicle"
9,"Detection, mitigation and avoidance of mutual interference between automotive …",2023-10-20,约拉姆·斯特廷尔,阿尔贝机器人有限公司,CN111630404B,en,,https://patentimages.storage.googleapis.com/a0/52/9d/1ce4259ad42400/CN111630404B.pdf,1.0,,"Detection, mitigation and avoidance of mutual interference between automotive …: The hardware component comprises sensors, controllers, and communication modules, while the software component includes algorithms and protocols.

Detection:

The first step in our method is the detection of mutual interference between systems. This is achieved by monitoring the performance of each system using sensors and controllers. The sensors collect data related to the system's functionality, such as voltage, current, temperature, and frequency"
9,"Detection, mitigation and avoidance of mutual interference between automotive …",2023-10-20,约拉姆·斯特廷尔,阿尔贝机器人有限公司,CN111630404B,en,,https://patentimages.storage.googleapis.com/a0/52/9d/1ce4259ad42400/CN111630404B.pdf,1.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": [""automotive""]}","Detection, mitigation and avoidance of mutual interference between automotive …: The controllers analyze this data and detect any irregularities or deviations from the normal operating range. Once the interference is detected, the system sends an alert to the central control unit.

Mitigation:

After the detection of interference, our method focuses on mitigating its effects. The central control unit receives the alert and identifies the systems involved in the interference"
9,"Detection, mitigation and avoidance of mutual interference between automotive …",2023-10-20,约拉姆·斯特廷尔,阿尔贝机器人有限公司,CN111630404B,en,,https://patentimages.storage.googleapis.com/a0/52/9d/1ce4259ad42400/CN111630404B.pdf,1.0,"{""technologies"": [""communication modules""], ""places"": [], ""people"": [], ""organizations"": []}","Detection, mitigation and avoidance of mutual interference between automotive …: It then initiates a mitigation procedure, which involves adjusting the parameters of the affected systems to eliminate the interference. This is achieved by using the communication modules, which enable the exchange of data and commands between the systems"
9,"Detection, mitigation and avoidance of mutual interference between automotive …",2023-10-20,约拉姆·斯特廷尔,阿尔贝机器人有限公司,CN111630404B,en,,https://patentimages.storage.googleapis.com/a0/52/9d/1ce4259ad42400/CN111630404B.pdf,1.0,,"Detection, mitigation and avoidance of mutual interference between automotive …: The mitigation procedure continues until the interference is resolved, and the systems are functioning correctly.

Avoidance:

In addition to detection and mitigation, our method also includes an avoidance mechanism to prevent mutual interference between systems. The central control unit uses algorithms and protocols to analyze the data collected by the sensors and controllers continuously. This analysis helps in identifying potential sources of interference and taking preventive measures before it occurs"
9,"Detection, mitigation and avoidance of mutual interference between automotive …",2023-10-20,约拉姆·斯特廷尔,阿尔贝机器人有限公司,CN111630404B,en,,https://patentimages.storage.googleapis.com/a0/52/9d/1ce4259ad42400/CN111630404B.pdf,1.0,,"Detection, mitigation and avoidance of mutual interference between automotive …: The algorithms also ensure that the parameters of the systems are optimized to minimize the chances of interference.

Advantages:

Our method offers several advantages over existing solutions for mutual interference in automotive systems. It provides a real-time detection, mitigation, and avoidance mechanism, ensuring the safety and efficiency of the vehicle. It also reduces the risk of accidents, recalls, and financial losses due to system failures"
9,"Detection, mitigation and avoidance of mutual interference between automotive …",2023-10-20,约拉姆·斯特廷尔,阿尔贝机器人有限公司,CN111630404B,en,,https://patentimages.storage.googleapis.com/a0/52/9d/1ce4259ad42400/CN111630404B.pdf,1.0,,"Detection, mitigation and avoidance of mutual interference between automotive …: Moreover, our method is highly adaptable and can be integrated into any vehicle, regardless of the type or complexity of the systems.

Conclusion:

In conclusion, our invention provides a reliable and efficient solution for detecting, mitigating, and avoiding mutual interference between automotive systems. With the increasing complexity of automotive systems, the need for such a solution is crucial for the safety and success of the automotive industry"
9,"Detection, mitigation and avoidance of mutual interference between automotive …",2023-10-20,约拉姆·斯特廷尔,阿尔贝机器人有限公司,CN111630404B,en,,https://patentimages.storage.googleapis.com/a0/52/9d/1ce4259ad42400/CN111630404B.pdf,1.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": [""automotive""]}","Detection, mitigation and avoidance of mutual interference between automotive …: We believe that our method will revolutionize the way mutual interference is handled in vehicles and pave the way for a safer and more efficient driving experience."
0,"Method for detecting, blocking and reporting cyber-attacks against automotive …",2022-08-09,Alan Grau,"Sectigo, Inc.",US11411917B2,en,https://patentimages.storage.googleapis.com/67/9a/6f/4e2464f44bd6c2/US11411917-20220809-D00000.png,https://patentimages.storage.googleapis.com/35/f4/ac/3b5d477ca74feb/US11411917.pdf,2.0,"{""technologies"": [""autonomous vehicles""], ""places"": [], ""people"": [], ""organizations"": []}","Method for detecting, blocking and reporting cyber-attacks against automotive …: Title: Method for Detecting, Blocking, and Reporting Cyber-Attacks against Automotive Systems

Abstract:
The present invention relates to a method for detecting, blocking, and reporting cyber-attacks against automotive systems. As the number of connected and autonomous vehicles on the road increases, the risk of cyber-attacks targeting these vehicles also rises"
0,"Method for detecting, blocking and reporting cyber-attacks against automotive …",2022-08-09,Alan Grau,"Sectigo, Inc.",US11411917B2,en,https://patentimages.storage.googleapis.com/67/9a/6f/4e2464f44bd6c2/US11411917-20220809-D00000.png,https://patentimages.storage.googleapis.com/35/f4/ac/3b5d477ca74feb/US11411917.pdf,2.0,,"Method for detecting, blocking and reporting cyber-attacks against automotive …: This method utilizes a combination of hardware and software components to constantly monitor and protect automotive systems from potential cyber-attacks. The method also includes a reporting mechanism to alert relevant parties in the event of a detected attack. 

Background:
With the increasing use of electronic control units (ECUs) and internet connectivity in modern vehicles, the vulnerability to cyber-attacks has become a major concern in the automotive industry"
0,"Method for detecting, blocking and reporting cyber-attacks against automotive …",2022-08-09,Alan Grau,"Sectigo, Inc.",US11411917B2,en,https://patentimages.storage.googleapis.com/67/9a/6f/4e2464f44bd6c2/US11411917-20220809-D00000.png,https://patentimages.storage.googleapis.com/35/f4/ac/3b5d477ca74feb/US11411917.pdf,2.0,"{""technologies"": [""automotive systems""], ""places"": [], ""people"": [], ""organizations"": []}","Method for detecting, blocking and reporting cyber-attacks against automotive …: These attacks can potentially compromise the safety and security of the vehicle and its passengers, leading to serious consequences. Therefore, there is a need for a method that can effectively detect, block, and report cyber-attacks targeted at automotive systems.

Description:
The method for detecting, blocking, and reporting cyber-attacks against automotive systems comprises of the following steps:

1"
0,"Method for detecting, blocking and reporting cyber-attacks against automotive …",2022-08-09,Alan Grau,"Sectigo, Inc.",US11411917B2,en,https://patentimages.storage.googleapis.com/67/9a/6f/4e2464f44bd6c2/US11411917-20220809-D00000.png,https://patentimages.storage.googleapis.com/35/f4/ac/3b5d477ca74feb/US11411917.pdf,2.0,"{""technologies"": [""sensors"", ""software"", ""firewall system""], ""places"": [], ""people"": [], ""organizations"": []}","Method for detecting, blocking and reporting cyber-attacks against automotive …: Detection:
A combination of sensors and software is used to constantly monitor the behavior of the vehicle's systems. Any unusual or unauthorized activity is immediately flagged as a potential cyber-attack.

2. Blocking:
Once a cyber-attack is detected, the method utilizes a firewall system to block any unauthorized access to the vehicle's systems. This prevents the attack from causing any harm to the vehicle or its passengers.

3"
0,"Method for detecting, blocking and reporting cyber-attacks against automotive …",2022-08-09,Alan Grau,"Sectigo, Inc.",US11411917B2,en,https://patentimages.storage.googleapis.com/67/9a/6f/4e2464f44bd6c2/US11411917-20220809-D00000.png,https://patentimages.storage.googleapis.com/35/f4/ac/3b5d477ca74feb/US11411917.pdf,2.0,,"Method for detecting, blocking and reporting cyber-attacks against automotive …: Reporting:
In the event of a detected cyber-attack, the method includes a reporting mechanism that immediately alerts the relevant parties, such as the vehicle owner, manufacturer, and security agencies. This allows for quick and efficient action to be taken to mitigate the attack.

4. Constant Updates:
The method also includes a system for regularly updating the software components to stay ahead of new and emerging cyber threats"
0,"Method for detecting, blocking and reporting cyber-attacks against automotive …",2022-08-09,Alan Grau,"Sectigo, Inc.",US11411917B2,en,https://patentimages.storage.googleapis.com/67/9a/6f/4e2464f44bd6c2/US11411917-20220809-D00000.png,https://patentimages.storage.googleapis.com/35/f4/ac/3b5d477ca74feb/US11411917.pdf,2.0,"{""technologies"": [""automotive systems""], ""places"": [], ""people"": [], ""organizations"": []}","Method for detecting, blocking and reporting cyber-attacks against automotive …: This ensures that the vehicle's systems are always protected against the latest attacks.

Advantages:
The method for detecting, blocking, and reporting cyber-attacks against automotive systems offers several advantages. Firstly, it provides real-time protection against cyber threats, ensuring the safety and security of the vehicle and its passengers. Additionally, the reporting mechanism allows for prompt action to be taken in the event of an attack, minimizing potential damages"
0,"Method for detecting, blocking and reporting cyber-attacks against automotive …",2022-08-09,Alan Grau,"Sectigo, Inc.",US11411917B2,en,https://patentimages.storage.googleapis.com/67/9a/6f/4e2464f44bd6c2/US11411917-20220809-D00000.png,https://patentimages.storage.googleapis.com/35/f4/ac/3b5d477ca74feb/US11411917.pdf,2.0,"{""technologies"": [""automotive systems""], ""places"": [], ""people"": [], ""organizations"": []}","Method for detecting, blocking and reporting cyber-attacks against automotive …: Furthermore, the constant updates to the system ensure that it remains effective against evolving cyber threats.

Conclusion:
The method for detecting, blocking, and reporting cyber-attacks against automotive systems offers a comprehensive solution to the growing concern of cyber-attacks targeted at vehicles. By constantly monitoring and protecting against potential attacks, this method ensures the safety and security of both the vehicle and its passengers"
0,"Method for detecting, blocking and reporting cyber-attacks against automotive …",2022-08-09,Alan Grau,"Sectigo, Inc.",US11411917B2,en,https://patentimages.storage.googleapis.com/67/9a/6f/4e2464f44bd6c2/US11411917-20220809-D00000.png,https://patentimages.storage.googleapis.com/35/f4/ac/3b5d477ca74feb/US11411917.pdf,2.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": [""automotive industry""]}","Method for detecting, blocking and reporting cyber-attacks against automotive …: Its reporting mechanism and regular updates also make it a proactive and efficient solution in the fight against cyber threats in the automotive industry."
1,Automotive optical communication system,2020-11-24,Jeremy L. Cattone,"Paypal, Inc.",US10846690B2,en,https://patentimages.storage.googleapis.com/f4/19/fb/6154870aa75b10/US10846690-20201124-D00000.png,https://patentimages.storage.googleapis.com/2d/06/fb/4bdfbbc674e187/US10846690.pdf,2.0,,"Automotive optical communication system: Title: Automotive Optical Communication System

Background:
In the automotive industry, there is a constant need for efficient and reliable communication systems between different components of a vehicle. Traditional wired communication systems have limitations such as susceptibility to electromagnetic interference and high cost of installation. With the increasing use of electronic components in vehicles, the demand for a more advanced and efficient communication system has become crucial"
1,Automotive optical communication system,2020-11-24,Jeremy L. Cattone,"Paypal, Inc.",US10846690B2,en,https://patentimages.storage.googleapis.com/f4/19/fb/6154870aa75b10/US10846690-20201124-D00000.png,https://patentimages.storage.googleapis.com/2d/06/fb/4bdfbbc674e187/US10846690.pdf,2.0,,"Automotive optical communication system: In this regard, the present invention pertains to an automotive optical communication system that utilizes light as a medium for transmitting data between different components of a vehicle.

Summary of the Invention:
The automotive optical communication system is designed to provide a high-speed and reliable communication between various electronic components of a vehicle. The system comprises of an optical transmitter, an optical receiver, and an optical fiber link"
1,Automotive optical communication system,2020-11-24,Jeremy L. Cattone,"Paypal, Inc.",US10846690B2,en,https://patentimages.storage.googleapis.com/f4/19/fb/6154870aa75b10/US10846690-20201124-D00000.png,https://patentimages.storage.googleapis.com/2d/06/fb/4bdfbbc674e187/US10846690.pdf,2.0,,"Automotive optical communication system: The optical transmitter is responsible for converting electrical signals into optical signals, which are then transmitted through the optical fiber link. The optical receiver at the receiving end receives the optical signals and converts them back into electrical signals for further processing.

Advantages:
1. High Speed: The use of light as a medium for communication enables the system to transmit data at a speed of up to 10 Gbps, which is much higher than traditional wired communication systems.

2"
1,Automotive optical communication system,2020-11-24,Jeremy L. Cattone,"Paypal, Inc.",US10846690B2,en,https://patentimages.storage.googleapis.com/f4/19/fb/6154870aa75b10/US10846690-20201124-D00000.png,https://patentimages.storage.googleapis.com/2d/06/fb/4bdfbbc674e187/US10846690.pdf,2.0,"{""technologies"": [""optical communication system"", ""optical fiber link""], ""places"": [], ""people"": [], ""organizations"": []}","Automotive optical communication system: Immunity to Electromagnetic Interference: Unlike traditional wired communication systems, the automotive optical communication system is immune to electromagnetic interference, providing a more reliable communication in the presence of strong electromagnetic fields.

3. Cost-effective: The optical fiber link used in the system is lightweight, flexible, and inexpensive, making it a cost-effective solution for communication in vehicles.

4"
1,Automotive optical communication system,2020-11-24,Jeremy L. Cattone,"Paypal, Inc.",US10846690B2,en,https://patentimages.storage.googleapis.com/f4/19/fb/6154870aa75b10/US10846690-20201124-D00000.png,https://patentimages.storage.googleapis.com/2d/06/fb/4bdfbbc674e187/US10846690.pdf,2.0,"{""technologies"": [""optical communication"", ""optical fibers""], ""places"": [], ""people"": [], ""organizations"": []}","Automotive optical communication system: Space-saving: The use of optical fibers eliminates the need for bulky and heavy wiring, thereby saving space and reducing the overall weight of the vehicle.

5. Enhanced Safety: The system eliminates the risk of fire hazards, which are commonly associated with traditional wired communication systems.

Detailed Description:
The automotive optical communication system works on the principle of optical communication, where light is used as a medium for transmitting data"
1,Automotive optical communication system,2020-11-24,Jeremy L. Cattone,"Paypal, Inc.",US10846690B2,en,https://patentimages.storage.googleapis.com/f4/19/fb/6154870aa75b10/US10846690-20201124-D00000.png,https://patentimages.storage.googleapis.com/2d/06/fb/4bdfbbc674e187/US10846690.pdf,2.0,"{""technologies"": [""optical communication system"", ""optical transmitter"", ""optical receiver"", ""optical fiber link"", ""light source"", ""modulator"", ""driver circuit"", ""laser diode"", ""LED""], ""places"": [], ""people"": [], ""organizations"": []}","Automotive optical communication system: The system consists of an optical transmitter, an optical receiver, and an optical fiber link. The optical transmitter comprises of a light source, a modulator, and a driver circuit. The light source can be a laser diode, LED, or any other suitable light source. The modulator is responsible for modulating the light signals according to the data to be transmitted"
1,Automotive optical communication system,2020-11-24,Jeremy L. Cattone,"Paypal, Inc.",US10846690B2,en,https://patentimages.storage.googleapis.com/f4/19/fb/6154870aa75b10/US10846690-20201124-D00000.png,https://patentimages.storage.googleapis.com/2d/06/fb/4bdfbbc674e187/US10846690.pdf,2.0,,"Automotive optical communication system: The driver circuit provides the necessary electrical signals to the modulator for controlling the intensity of the light signals.

The optical receiver consists of a photodiode, a demodulator, and a receiver circuit. The photodiode converts the received light signals into electrical signals, which are then demodulated by the demodulator to retrieve the original data"
1,Automotive optical communication system,2020-11-24,Jeremy L. Cattone,"Paypal, Inc.",US10846690B2,en,https://patentimages.storage.googleapis.com/f4/19/fb/6154870aa75b10/US10846690-20201124-D00000.png,https://patentimages.storage.googleapis.com/2d/06/fb/4bdfbbc674e187/US10846690.pdf,2.0,,"Automotive optical communication system: The receiver circuit amplifies and processes the electrical signals for further use.

The optical fiber link connects the optical transmitter and receiver and consists of one or more optical fibers"
1,Automotive optical communication system,2020-11-24,Jeremy L. Cattone,"Paypal, Inc.",US10846690B2,en,https://patentimages.storage.googleapis.com/f4/19/fb/6154870aa75b10/US10846690-20201124-D00000.png,https://patentimages.storage.googleapis.com/2d/06/fb/4bdfbbc674e187/US10846690.pdf,2.0,,"Automotive optical communication system: The optical fibers are made of high-quality glass or plastic material with a low refractive index to minimize the loss of light signals during transmission.

Applications:
The automotive optical communication system can be used in various applications in the automotive industry, including vehicle-to-vehicle communication, vehicle-to-infrastructure communication, and communication between different electronic components within a vehicle"
