rank,title,publication_date,inventor,assignee,publication_number,language,thumbnail,pdf,page,entities,text_chunks
4,"Visual discovery tool for automotive manufacturers with network encryption, …",2023-10-17,Jeffrey Stuart Cotton,"Autoalert, Llc",US11790420B2,en,https://patentimages.storage.googleapis.com/38/c4/91/67d4475baf600a/US11790420-20231017-D00000.png,https://patentimages.storage.googleapis.com/f7/48/8f/9cc74b3f4af166/US11790420.pdf,1.0,,"Visual discovery tool for automotive manufacturers with network encryption, …: This enables manufacturers to make data-driven decisions and adapt quickly to changing market dynamics.

Secondly, the network encryption feature ensures the security and privacy of sensitive data, giving manufacturers peace of mind and complying with data protection regulations"
4,"Visual discovery tool for automotive manufacturers with network encryption, …",2023-10-17,Jeffrey Stuart Cotton,"Autoalert, Llc",US11790420B2,en,https://patentimages.storage.googleapis.com/38/c4/91/67d4475baf600a/US11790420-20231017-D00000.png,https://patentimages.storage.googleapis.com/f7/48/8f/9cc74b3f4af166/US11790420.pdf,1.0,,"Visual discovery tool for automotive manufacturers with network encryption, …: Additionally, the user-friendly interface and advanced analytics capabilities make the tool accessible to all levels of users, from executives to analysts.

Conclusion:
In conclusion, the visual discovery tool for automotive manufacturers with network encryption is a highly innovative and essential tool for the automotive industry. With its advanced features and secure data transmission, this tool empowers manufacturers to stay competitive, make informed decisions, and drive business growth"
4,"Visual discovery tool for automotive manufacturers with network encryption, …",2023-10-17,Jeffrey Stuart Cotton,"Autoalert, Llc",US11790420B2,en,https://patentimages.storage.googleapis.com/38/c4/91/67d4475baf600a/US11790420-20231017-D00000.png,https://patentimages.storage.googleapis.com/f7/48/8f/9cc74b3f4af166/US11790420.pdf,1.0,"{""technologies"": [""network encryption""], ""places"": [], ""people"": [], ""organizations"": [""automotive manufacturers""]}","Visual discovery tool for automotive manufacturers with network encryption, …: We believe that this tool has the potential to revolutionize the way automotive manufacturers gather and analyze data, leading to a more efficient and secure industry."
5,Automotive display device,2020-04-07,Seong Min Wang,"Samsung Display Co., Ltd.",US10613579B2,en,https://patentimages.storage.googleapis.com/68/c6/c5/d8a147376990d2/US10613579-20200407-D00000.png,https://patentimages.storage.googleapis.com/2d/51/4f/34c7a66438e12c/US10613579.pdf,1.0,,"Automotive display device: Title: Automotive Display Device for Enhanced Driver Experience

Background:
The automotive industry is constantly evolving with new technologies being incorporated to enhance the overall driving experience. One such technology is the use of display devices in vehicles, which provide drivers with important information and improve the overall safety and convenience of driving"
5,Automotive display device,2020-04-07,Seong Min Wang,"Samsung Display Co., Ltd.",US10613579B2,en,https://patentimages.storage.googleapis.com/68/c6/c5/d8a147376990d2/US10613579-20200407-D00000.png,https://patentimages.storage.googleapis.com/2d/51/4f/34c7a66438e12c/US10613579.pdf,1.0,,"Automotive display device: However, there is a need for a more advanced and efficient display device that can cater to the ever-increasing demands of modern-day drivers. This patent aims to fulfill this need by proposing a novel Automotive Display Device that will revolutionize the driving experience.

Summary of the Invention:
The proposed Automotive Display Device is a compact and user-friendly device that can be easily integrated into any vehicle"
5,Automotive display device,2020-04-07,Seong Min Wang,"Samsung Display Co., Ltd.",US10613579B2,en,https://patentimages.storage.googleapis.com/68/c6/c5/d8a147376990d2/US10613579-20200407-D00000.png,https://patentimages.storage.googleapis.com/2d/51/4f/34c7a66438e12c/US10613579.pdf,1.0,,"Automotive display device: It comprises a high-resolution display screen, a processor, and various sensors to gather data from the vehicle and its surroundings. The device is designed to provide real-time information to the driver, thus enhancing their situational awareness and reducing the risk of accidents.

Key Features:
1. Multi-functional Display Screen:
The display screen of the device is designed to provide a wide range of information to the driver"
5,Automotive display device,2020-04-07,Seong Min Wang,"Samsung Display Co., Ltd.",US10613579B2,en,https://patentimages.storage.googleapis.com/68/c6/c5/d8a147376990d2/US10613579-20200407-D00000.png,https://patentimages.storage.googleapis.com/2d/51/4f/34c7a66438e12c/US10613579.pdf,1.0,"{""technologies"": [""Intelligent Processor""], ""places"": [], ""people"": [], ""organizations"": []}","Automotive display device: It can display data related to speed, fuel consumption, navigation, weather conditions, and even notifications from the vehicle's systems.

2. Intelligent Processor:
The device is equipped with a powerful processor that can analyze data from various sensors and provide accurate and real-time information to the driver. It is also capable of learning the driver's behavior and preferences, thus providing a personalized and seamless experience.

3"
5,Automotive display device,2020-04-07,Seong Min Wang,"Samsung Display Co., Ltd.",US10613579B2,en,https://patentimages.storage.googleapis.com/68/c6/c5/d8a147376990d2/US10613579-20200407-D00000.png,https://patentimages.storage.googleapis.com/2d/51/4f/34c7a66438e12c/US10613579.pdf,1.0,"{""technologies"": [""Adaptive Brightness and Contrast"", ""sensors"", ""voice command technology""], ""places"": [], ""people"": [], ""organizations"": []}","Automotive display device: Adaptive Brightness and Contrast:
The display screen of the device is equipped with sensors that can adjust the brightness and contrast according to the surrounding lighting conditions. This ensures better visibility for the driver, regardless of the time of day or weather conditions.

4. Voice Command Integration:
The device can be integrated with voice command technology, allowing the driver to control various features without taking their hands off the wheel"
5,Automotive display device,2020-04-07,Seong Min Wang,"Samsung Display Co., Ltd.",US10613579B2,en,https://patentimages.storage.googleapis.com/68/c6/c5/d8a147376990d2/US10613579-20200407-D00000.png,https://patentimages.storage.googleapis.com/2d/51/4f/34c7a66438e12c/US10613579.pdf,1.0,"{""technologies"": [""Automotive Display Device"", ""augmented reality"", ""GPS""], ""places"": [], ""people"": [], ""organizations"": []}","Automotive display device: This feature promotes driver safety and reduces distractions.

5. Augmented Reality:
One of the most innovative features of the Automotive Display Device is its ability to provide augmented reality information to the driver. Using data from the vehicle's sensors and GPS, the device can project relevant information onto the windshield, thus enhancing the driver's situational awareness.

Advantages:
1"
5,Automotive display device,2020-04-07,Seong Min Wang,"Samsung Display Co., Ltd.",US10613579B2,en,https://patentimages.storage.googleapis.com/68/c6/c5/d8a147376990d2/US10613579-20200407-D00000.png,https://patentimages.storage.googleapis.com/2d/51/4f/34c7a66438e12c/US10613579.pdf,1.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": []}","Automotive display device: Enhanced Driver Experience:
The Automotive Display Device provides drivers with a seamless and personalized experience, making driving more convenient and enjoyable.

2. Improved Safety:
The real-time information provided by the device helps drivers make better and more informed decisions, thus reducing the risk of accidents.

3. Cost-Effective:
The compact design and easy integration of the device make it a cost-effective solution for vehicle manufacturers.

4"
5,Automotive display device,2020-04-07,Seong Min Wang,"Samsung Display Co., Ltd.",US10613579B2,en,https://patentimages.storage.googleapis.com/68/c6/c5/d8a147376990d2/US10613579-20200407-D00000.png,https://patentimages.storage.googleapis.com/2d/51/4f/34c7a66438e12c/US10613579.pdf,1.0,,"Automotive display device: Upgradable:
The device's software can be easily upgraded, allowing for the incorporation of new features and technologies in the future.

Conclusion:
The proposed Automotive Display Device is an innovative and advanced solution that will enhance the overall driving experience and promote safety on the roads. Its incorporation in vehicles will set a new standard for display devices in the automotive industry."
6,Predictive maintenance of automotive transmission,2022-02-15,Poorna Kale,"Micron Technology, Inc.",US11250648B2,en,https://patentimages.storage.googleapis.com/d3/00/05/c61288ba7f7623/US11250648-20220215-D00000.png,https://patentimages.storage.googleapis.com/36/cb/10/9d675c05be7a0e/US11250648.pdf,1.0,,"Predictive maintenance of automotive transmission: Title: Predictive Maintenance System for Automotive Transmissions

Abstract:
The present invention discloses a predictive maintenance system for automotive transmissions. The system utilizes advanced technology to predict potential failures in automotive transmissions and provides early warning to vehicle owners. This proactive approach to maintenance can significantly reduce the risk of unexpected transmission failures and increase the overall reliability and longevity of automotive transmissions"
6,Predictive maintenance of automotive transmission,2022-02-15,Poorna Kale,"Micron Technology, Inc.",US11250648B2,en,https://patentimages.storage.googleapis.com/d3/00/05/c61288ba7f7623/US11250648-20220215-D00000.png,https://patentimages.storage.googleapis.com/36/cb/10/9d675c05be7a0e/US11250648.pdf,1.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": [""automotive industry""]}","Predictive maintenance of automotive transmission: This patent aims to revolutionize the automotive industry by introducing a cost-effective and efficient predictive maintenance system for automotive transmissions.

Background:
Automotive transmissions are a crucial component of any vehicle, responsible for transmitting power from the engine to the wheels. However, like any other mechanical component, transmissions are prone to wear and tear, leading to potential failures. These failures can result in costly repairs and inconvenience to vehicle owners"
6,Predictive maintenance of automotive transmission,2022-02-15,Poorna Kale,"Micron Technology, Inc.",US11250648B2,en,https://patentimages.storage.googleapis.com/d3/00/05/c61288ba7f7623/US11250648-20220215-D00000.png,https://patentimages.storage.googleapis.com/36/cb/10/9d675c05be7a0e/US11250648.pdf,1.0,,"Predictive maintenance of automotive transmission: In traditional maintenance systems, transmissions are only inspected and repaired after a failure has occurred. This reactive approach can be time-consuming, expensive, and can result in vehicle downtime"
6,Predictive maintenance of automotive transmission,2022-02-15,Poorna Kale,"Micron Technology, Inc.",US11250648B2,en,https://patentimages.storage.googleapis.com/d3/00/05/c61288ba7f7623/US11250648-20220215-D00000.png,https://patentimages.storage.googleapis.com/36/cb/10/9d675c05be7a0e/US11250648.pdf,1.0,"{""technologies"": [""sensors"", ""data analysis"", ""machine learning algorithms""], ""places"": [], ""people"": [], ""organizations"": []}","Predictive maintenance of automotive transmission: Therefore, there is a need for a proactive maintenance system that can predict potential failures and prevent them from happening.

Description of the Invention:
The predictive maintenance system for automotive transmissions utilizes a combination of sensors, data analysis, and machine learning algorithms to monitor and analyze the health of the transmission"
6,Predictive maintenance of automotive transmission,2022-02-15,Poorna Kale,"Micron Technology, Inc.",US11250648B2,en,https://patentimages.storage.googleapis.com/d3/00/05/c61288ba7f7623/US11250648-20220215-D00000.png,https://patentimages.storage.googleapis.com/36/cb/10/9d675c05be7a0e/US11250648.pdf,1.0,"{""technologies"": [""sensors"", ""advanced algorithms"", ""user interface"", ""mobile application"", ""web portal""], ""places"": [], ""people"": [], ""organizations"": []}","Predictive maintenance of automotive transmission: The system consists of sensors placed strategically on the transmission to collect data on various parameters such as temperature, pressure, and fluid levels. The data is then analyzed using advanced algorithms to identify any abnormalities or potential failures.

The system also includes a user interface that provides real-time updates on the transmission's health and any potential issues. Vehicle owners can access this interface through a mobile application or a web portal"
6,Predictive maintenance of automotive transmission,2022-02-15,Poorna Kale,"Micron Technology, Inc.",US11250648B2,en,https://patentimages.storage.googleapis.com/d3/00/05/c61288ba7f7623/US11250648-20220215-D00000.png,https://patentimages.storage.googleapis.com/36/cb/10/9d675c05be7a0e/US11250648.pdf,1.0,,"Predictive maintenance of automotive transmission: The interface also provides recommendations for maintenance actions that can be taken to prevent potential failures. These recommendations are based on the data collected and analyzed by the system.

The predictive maintenance system is also equipped with machine learning capabilities. As the system collects more data over time, it continuously learns and improves its predictions. This ensures that the system becomes more accurate and efficient in predicting potential failures.

Advantages:
1"
6,Predictive maintenance of automotive transmission,2022-02-15,Poorna Kale,"Micron Technology, Inc.",US11250648B2,en,https://patentimages.storage.googleapis.com/d3/00/05/c61288ba7f7623/US11250648-20220215-D00000.png,https://patentimages.storage.googleapis.com/36/cb/10/9d675c05be7a0e/US11250648.pdf,1.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": []}","Predictive maintenance of automotive transmission: Cost-effective: The predictive maintenance system can help save costs by identifying potential failures early on, preventing costly repairs.

2. Increased reliability: By predicting potential failures, the system can prevent unexpected transmission failures and increase the overall reliability of the vehicle.

3. Reduced vehicle downtime: The system provides early warning to vehicle owners, allowing them to schedule maintenance at a convenient time, reducing vehicle downtime.

4"
6,Predictive maintenance of automotive transmission,2022-02-15,Poorna Kale,"Micron Technology, Inc.",US11250648B2,en,https://patentimages.storage.googleapis.com/d3/00/05/c61288ba7f7623/US11250648-20220215-D00000.png,https://patentimages.storage.googleapis.com/36/cb/10/9d675c05be7a0e/US11250648.pdf,1.0,"{""technologies"": [""predictive maintenance"", ""automotive transmission"", ""machine learning""], ""places"": [], ""people"": [], ""organizations"": []}","Predictive maintenance of automotive transmission: Improved safety: A well-maintained transmission can help prevent accidents caused by sudden failures while driving.

Conclusion:
The predictive maintenance system for automotive transmissions is a groundbreaking invention that can significantly improve the reliability and longevity of automotive transmissions. By utilizing advanced technology and machine learning, this system can save costs, reduce vehicle downtime, and improve overall safety for vehicle owners"
6,Predictive maintenance of automotive transmission,2022-02-15,Poorna Kale,"Micron Technology, Inc.",US11250648B2,en,https://patentimages.storage.googleapis.com/d3/00/05/c61288ba7f7623/US11250648-20220215-D00000.png,https://patentimages.storage.googleapis.com/36/cb/10/9d675c05be7a0e/US11250648.pdf,1.0,"{""technologies"": [""predictive maintenance"", ""automotive transmission""], ""places"": [], ""people"": [], ""organizations"": []}",Predictive maintenance of automotive transmission: This patent aims to revolutionize the automotive industry and make predictive maintenance the standard practice for automotive transmissions.
7,Enhanced automotive passive entry,2023-04-11,Brent M. Ledvina,Apple Inc.,US11627433B2,en,https://patentimages.storage.googleapis.com/7f/f3/02/777d0176382075/US11627433-20230411-D00000.png,https://patentimages.storage.googleapis.com/95/ce/1b/3b9e89d8fbcb99/US11627433.pdf,1.0,,"Enhanced automotive passive entry: Title: Enhanced Automotive Passive Entry System

Background:
The automotive industry is constantly evolving, with new technologies being developed to enhance the driving experience. One of the key features in modern vehicles is the passive entry system, which allows the driver to unlock the car without physically using a key. This has greatly improved convenience and safety for drivers. However, there is still room for improvement in terms of reliability and security"
7,Enhanced automotive passive entry,2023-04-11,Brent M. Ledvina,Apple Inc.,US11627433B2,en,https://patentimages.storage.googleapis.com/7f/f3/02/777d0176382075/US11627433-20230411-D00000.png,https://patentimages.storage.googleapis.com/95/ce/1b/3b9e89d8fbcb99/US11627433.pdf,1.0,,"Enhanced automotive passive entry: Therefore, we have developed an enhanced automotive passive entry system that addresses these concerns.

Summary:
Our enhanced automotive passive entry system utilizes a combination of advanced sensors, communication technologies, and security measures to provide a more reliable and secure method of unlocking and locking a vehicle"
7,Enhanced automotive passive entry,2023-04-11,Brent M. Ledvina,Apple Inc.,US11627433B2,en,https://patentimages.storage.googleapis.com/7f/f3/02/777d0176382075/US11627433-20230411-D00000.png,https://patentimages.storage.googleapis.com/95/ce/1b/3b9e89d8fbcb99/US11627433.pdf,1.0,"{""technologies"": [""key fob"", ""control unit"", ""door handle sensor""], ""places"": [], ""people"": [], ""organizations"": []}","Enhanced automotive passive entry: This system is designed to eliminate the need for a physical key, providing convenience and ease of use for the driver.

Description:
The enhanced automotive passive entry system consists of three main components: a key fob, a control unit, and a door handle sensor. The key fob is a small device that is carried by the driver and contains a unique identification code. The control unit is located in the vehicle and acts as the central hub for the system"
7,Enhanced automotive passive entry,2023-04-11,Brent M. Ledvina,Apple Inc.,US11627433B2,en,https://patentimages.storage.googleapis.com/7f/f3/02/777d0176382075/US11627433-20230411-D00000.png,https://patentimages.storage.googleapis.com/95/ce/1b/3b9e89d8fbcb99/US11627433.pdf,1.0,,"Enhanced automotive passive entry: The door handle sensor is installed on each door handle and detects the presence of the key fob.

When the driver approaches the vehicle, the door handle sensor detects the key fob and sends a signal to the control unit. The control unit then verifies the identification code from the key fob and unlocks the doors if it is a match"
7,Enhanced automotive passive entry,2023-04-11,Brent M. Ledvina,Apple Inc.,US11627433B2,en,https://patentimages.storage.googleapis.com/7f/f3/02/777d0176382075/US11627433-20230411-D00000.png,https://patentimages.storage.googleapis.com/95/ce/1b/3b9e89d8fbcb99/US11627433.pdf,1.0,,"Enhanced automotive passive entry: This process is completed within seconds, providing a seamless and efficient entry experience for the driver.

To enhance security, our system also includes a multi-level authentication process. The key fob and control unit use a rolling code system, where the identification code changes each time the key fob is used, making it virtually impossible for hackers to intercept and duplicate the code"
7,Enhanced automotive passive entry,2023-04-11,Brent M. Ledvina,Apple Inc.,US11627433B2,en,https://patentimages.storage.googleapis.com/7f/f3/02/777d0176382075/US11627433-20230411-D00000.png,https://patentimages.storage.googleapis.com/95/ce/1b/3b9e89d8fbcb99/US11627433.pdf,1.0,,"Enhanced automotive passive entry: Additionally, the control unit also verifies the driver's identity through a biometric authentication system, such as fingerprint or facial recognition, before unlocking the doors.

Furthermore, our system includes a fail-safe mechanism in case of a power outage or malfunction"
7,Enhanced automotive passive entry,2023-04-11,Brent M. Ledvina,Apple Inc.,US11627433B2,en,https://patentimages.storage.googleapis.com/7f/f3/02/777d0176382075/US11627433-20230411-D00000.png,https://patentimages.storage.googleapis.com/95/ce/1b/3b9e89d8fbcb99/US11627433.pdf,1.0,,"Enhanced automotive passive entry: The key fob is equipped with a backup battery that allows the driver to manually unlock the doors in such situations.

Benefits:
The enhanced automotive passive entry system offers numerous benefits compared to traditional keyless entry systems. Firstly, it provides a more reliable and secure method of unlocking and locking a vehicle. The multi-level authentication process ensures that only authorized individuals can access the vehicle, reducing the risk of theft"
7,Enhanced automotive passive entry,2023-04-11,Brent M. Ledvina,Apple Inc.,US11627433B2,en,https://patentimages.storage.googleapis.com/7f/f3/02/777d0176382075/US11627433-20230411-D00000.png,https://patentimages.storage.googleapis.com/95/ce/1b/3b9e89d8fbcb99/US11627433.pdf,1.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": []}","Enhanced automotive passive entry: Additionally, the fail-safe mechanism ensures that the driver is not left stranded in case of any technical issues.

Moreover, our system offers increased convenience for the driver. The elimination of a physical key means that the driver no longer needs to fumble with keys or worry about losing them"
7,Enhanced automotive passive entry,2023-04-11,Brent M. Ledvina,Apple Inc.,US11627433B2,en,https://patentimages.storage.googleapis.com/7f/f3/02/777d0176382075/US11627433-20230411-D00000.png,https://patentimages.storage.googleapis.com/95/ce/1b/3b9e89d8fbcb99/US11627433.pdf,1.0,,"Enhanced automotive passive entry: The seamless and efficient entry process also saves time, especially in situations where the driver's hands are full.

Conclusion:
In conclusion, our enhanced automotive passive entry system offers a more reliable, secure, and convenient method of unlocking and locking a vehicle. With its advanced features and fail-safe mechanisms, it sets a new standard in the automotive industry"
7,Enhanced automotive passive entry,2023-04-11,Brent M. Ledvina,Apple Inc.,US11627433B2,en,https://patentimages.storage.googleapis.com/7f/f3/02/777d0176382075/US11627433-20230411-D00000.png,https://patentimages.storage.googleapis.com/95/ce/1b/3b9e89d8fbcb99/US11627433.pdf,1.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": [""Enhanced automotive passive entry""]}",Enhanced automotive passive entry: We believe that this system will greatly enhance the driving experience for individuals and provide peace of mind in terms of security.
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,"{""technologies"": [""Power and Data Center"", ""PDC""], ""places"": [], ""people"": [], ""organizations"": []}","Power and data center (PDC) for automotive applications: Title: ""Power and Data Center (PDC) for Automotive Applications: Revolutionizing the Efficiency and Performance of Vehicles""

Abstract: The invention of the Power and Data Center (PDC) for automotive applications is a groundbreaking technology that aims to enhance the efficiency and performance of vehicles. This patent proposes a compact, integrated and intelligent PDC that serves as a central hub for power and data management in modern vehicles"
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,"{""technologies"": [""data processing algorithms""], ""places"": [], ""people"": [], ""organizations"": []}","Power and data center (PDC) for automotive applications: By centralizing the control of power and data, this PDC eliminates the need for multiple control units, resulting in a more streamlined and cost-effective solution. Additionally, the PDC utilizes advanced data processing algorithms and real-time monitoring capabilities to optimize the distribution of power and data, thus improving the overall functionality and reliability of vehicles"
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,,"Power and data center (PDC) for automotive applications: This patent aims to revolutionize the automotive industry by setting a new standard for power and data management in vehicles.

Background: The automotive industry has been rapidly evolving with the introduction of advanced technologies such as electric vehicles, autonomous driving, and connected cars. These advancements have led to an increase in the demand for efficient and reliable power and data management systems in vehicles"
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": [""Power and Data Center (PDC)""]}","Power and data center (PDC) for automotive applications: Traditional vehicles rely on multiple control units scattered throughout the vehicle, which can result in a complex and costly system. There is a need for a more efficient and centralized solution that can handle the growing power and data requirements in modern vehicles.

Summary of the Invention: The Power and Data Center (PDC) for automotive applications is a compact and intelligent system that integrates power and data management in vehicles"
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": [""PDC""]}","Power and data center (PDC) for automotive applications: The PDC serves as a central hub that controls the distribution of power and data to various vehicle components such as the engine, transmission, infotainment system, sensors, and other electronic devices"
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,,"Power and data center (PDC) for automotive applications: It utilizes advanced algorithms and real-time monitoring to optimize the flow of power and data, resulting in improved efficiency and performance of the vehicle.

Description of the Invention: The PDC consists of a main control unit that is connected to various vehicle components through a network of power and data cables. The main control unit is equipped with a powerful processor and memory, which enables it to handle large amounts of data and execute complex algorithms"
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,,"Power and data center (PDC) for automotive applications: The PDC also includes multiple sensors and monitoring devices to continuously gather data on the vehicle's performance and power usage.

The PDC utilizes advanced data processing algorithms to analyze the data collected from various vehicle components and make real-time adjustments to optimize the distribution of power and data. This ensures that each component receives the required amount of power and data, resulting in improved functionality and efficiency"
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,,"Power and data center (PDC) for automotive applications: The PDC also includes a user interface that allows drivers to monitor the performance of their vehicle in real-time and make adjustments to optimize the power and data distribution according to their preferences.

Advantages of the Invention: The Power and Data Center for automotive applications have several advantages over traditional power and data management systems. Firstly, it eliminates the need for multiple control units, resulting in a more compact and cost-effective solution"
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": [""PDC""]}","Power and data center (PDC) for automotive applications: Secondly, the PDC's real-time monitoring and data processing capabilities optimize power and data distribution, resulting in improved efficiency and performance of the vehicle"
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,"{""technologies"": [""Power and Data Center"", ""PDC""], ""places"": [], ""people"": [], ""organizations"": [""automotive industry""]}","Power and data center (PDC) for automotive applications: Furthermore, the PDC's central control also allows for easier integration of new technologies and updates, making it a future-proof solution for the automotive industry.

Conclusion: The Power and Data Center for automotive applications is a revolutionary invention that has the potential to transform the efficiency and performance of vehicles. By centralizing the control of power and data, this PDC offers a more streamlined and cost-effective solution for modern vehicles"
8,Power and data center (PDC) for automotive applications,2022-07-05,Lee Bauer,Aptiv Technologies Limited,US11380107B2,en,https://patentimages.storage.googleapis.com/83/2f/9f/878338d2d87d9e/US11380107-20220705-D00000.png,https://patentimages.storage.googleapis.com/ca/5e/6b/760214daa52ee3/US11380107.pdf,1.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": [""PDC"", ""automotive industry""]}","Power and data center (PDC) for automotive applications: With its advanced data processing and real-time monitoring capabilities, the PDC sets a new standard for power and data management in the automotive industry. This patent is a significant step towards achieving a more efficient and connected future for vehicles."
9,"Detection, mitigation and avoidance of mutual interference between automotive …",2023-10-20,约拉姆·斯特廷尔,阿尔贝机器人有限公司,CN111630404B,en,,https://patentimages.storage.googleapis.com/a0/52/9d/1ce4259ad42400/CN111630404B.pdf,1.0,"{""technologies"": [], ""places"": [], ""people"": [], ""organizations"": [""Automotive Industry""]}","Detection, mitigation and avoidance of mutual interference between automotive …: Title: Detection, Mitigation and Avoidance of Mutual Interference between Automotive Systems

Field: Automotive Industry

Background:

The automotive industry has seen significant advancements in recent years, with the introduction of various advanced systems and technologies. These systems are designed to improve the overall driving experience, enhance safety, and increase efficiency. However, with the increasing complexity of these systems, mutual interference has become a growing concern"
9,"Detection, mitigation and avoidance of mutual interference between automotive …",2023-10-20,约拉姆·斯特廷尔,阿尔贝机器人有限公司,CN111630404B,en,,https://patentimages.storage.googleapis.com/a0/52/9d/1ce4259ad42400/CN111630404B.pdf,1.0,"{""technologies"": [""automotive""], ""places"": [], ""people"": [], ""organizations"": []}","Detection, mitigation and avoidance of mutual interference between automotive …: Mutual interference refers to the interference between two or more systems, resulting in malfunctions, errors, and even failure. This interference can have severe consequences, leading to accidents, recalls, and financial losses"
9,"Detection, mitigation and avoidance of mutual interference between automotive …",2023-10-20,约拉姆·斯特廷尔,阿尔贝机器人有限公司,CN111630404B,en,,https://patentimages.storage.googleapis.com/a0/52/9d/1ce4259ad42400/CN111630404B.pdf,1.0,,"Detection, mitigation and avoidance of mutual interference between automotive …: Therefore, there is a need for a reliable and efficient solution to detect, mitigate, and avoid mutual interference between automotive systems.

Summary of the Invention:

Our invention provides a comprehensive method for detecting, mitigating, and avoiding mutual interference between automotive systems. The method includes a combination of hardware and software components that work together to ensure the smooth functioning of multiple systems in a vehicle"
9,"Detection, mitigation and avoidance of mutual interference between automotive …",2023-10-20,约拉姆·斯特廷尔,阿尔贝机器人有限公司,CN111630404B,en,,https://patentimages.storage.googleapis.com/a0/52/9d/1ce4259ad42400/CN111630404B.pdf,1.0,,"Detection, mitigation and avoidance of mutual interference between automotive …: The hardware component comprises sensors, controllers, and communication modules, while the software component includes algorithms and protocols.

Detection:

The first step in our method is the detection of mutual interference between systems. This is achieved by monitoring the performance of each system using sensors and controllers. The sensors collect data related to the system's functionality, such as voltage, current, temperature, and frequency"
